time,state,uptimeSec,freeHeap,minFreeHeap,largestBlock,freeDma,minFreeDma,rssi,wifiMode,espnowBound,runActive,pingOk,wsFrames
2026-07-08T17:33:59,ok,1147,209192,170596,163828,201432,162836,-78,sta,True,False,1,6213
2026-07-08T17:34:09,ok,1157,209716,170596,163828,201956,162836,-78,sta,True,False,1,6253
2026-07-08T17:34:19,ok,1167,209192,170596,163828,201432,162836,-77,sta,True,False,1,6293
2026-07-08T17:34:29,ok,1177,206580,170596,163828,198820,162836,-77,sta,True,False,1,6333
2026-07-08T17:34:40,ok,1187,209188,170596,167924,201428,162836,-77,sta,True,False,1,6373
2026-07-08T17:34:50,ok,1197,209188,170596,167924,201428,162836,-78,sta,True,False,1,6413
2026-07-08T17:35:00,ok,1207,209188,170596,167924,201428,162836,-78,sta,True,False,1,6453
2026-07-08T17:35:10,ok,1218,205236,170596,159732,197476,162836,-78,sta,True,False,1,6493
2026-07-08T17:35:20,ok,1228,209192,170596,163828,201432,162836,-77,sta,True,False,1,6533
2026-07-08T17:35:30,ok,1238,206584,170596,163828,198824,162836,-77,sta,True,False,1,6573
2026-07-08T17:35:40,ok,1248,206852,170596,163828,199092,162836,-77,sta,True,False,1,6613
2026-07-08T17:35:50,ok,1258,209192,170596,163828,201432,162836,-77,sta,True,False,1,6653
2026-07-08T17:36:00,ok,1268,204960,170596,159732,197200,162836,-79,sta,True,False,1,6693
2026-07-08T17:36:10,ok,1278,209192,170596,167924,201432,162836,-77,sta,True,False,1,6733
2026-07-08T17:36:20,ok,1288,209192,170596,167924,201432,162836,-77,sta,True,False,1,6773
2026-07-08T17:36:30,ok,1298,209192,170596,167924,201432,162836,-79,sta,True,False,1,6813
2026-07-08T17:36:41,ok,1308,205928,170596,163828,198168,162836,-77,sta,True,False,1,6853
2026-07-08T17:36:51,ok,1318,204956,170596,159732,197196,162836,-77,sta,True,False,1,6893
2026-07-08T17:37:01,ok,1329,204956,170596,159732,197196,162836,-76,sta,True,False,1,6933
2026-07-08T17:37:11,ok,1339,204968,170596,159732,197208,162836,-78,sta,True,False,1,6973
2026-07-08T17:37:21,ok,1349,209192,170596,163828,201432,162836,-78,sta,True,False,1,7013
2026-07-08T17:37:31,ok,1359,206584,170596,163828,198824,162836,-77,sta,True,False,1,7053
2026-07-08T17:37:41,ok,1369,209188,170596,167924,201428,162836,-78,sta,True,False,1,7093
2026-07-08T17:37:51,ok,1379,204968,170596,159732,197208,162836,-77,sta,True,False,1,7133
